report_date,campaign_name,ad_group_name,ad_name,impressions,clicks,cost,cv,sales
2025/05/10,CPN_A,ADG_1,AD_あ,1907432,289125,1848365169,25865,285576964
2025/05/10,CPN_A,ADG_2,AD_い,1633933,265389,1001878905,26364,300884978
2025/05/10,CPN_B,ADG_3,AD_う,2561867,271321,3160923741,17996,55446718
2025/05/10,CPN_B,ADG_3,AD_え,2470919,497647,2834012937,31192,215141076
2025/05/10,CPN_C,ADG_4,AD_お,1060289,135160,1298567192,4903,37756703
2025/05/11,CPN_A,ADG_1,AD_あ,1624906,104228,1578602682,9665,120914444
2025/05/11,CPN_A,ADG_2,AD_い,2716351,494393,2062047020,22033,253201385
2025/05/11,CPN_B,ADG_3,AD_う,1287101,269924,1760539422,3337,34877263
2025/05/11,CPN_B,ADG_3,AD_え,2341389,367387,1912281469,19959,187374906
2025/05/11,CPN_C,ADG_4,AD_お,1231829,189862,1353623342,15670,58026846
2025/05/12,CPN_A,ADG_1,AD_あ,1577201,142982,1308820302,5700,19010628
2025/05/12,CPN_A,ADG_2,AD_い,1093655,166077,1101182202,3510,16727870
2025/05/12,CPN_B,ADG_3,AD_う,1307559,146951,868569196,5031,46227855
2025/05/12,CPN_B,ADG_3,AD_え,1142098,63524,653378927,3815,27502323
2025/05/12,CPN_C,ADG_4,AD_お,1346254,237980,1979865093,4392,51208141
2025/05/13,CPN_A,ADG_1,AD_あ,1721863,406725,1281913241,24611,242842881
2025/05/13,CPN_A,ADG_2,AD_い,1917680,180200,2192666988,4057,38595489
2025/05/13,CPN_B,ADG_3,AD_う,1486604,207303,988223288,5975,66070837
2025/05/13,CPN_B,ADG_3,AD_え,1087494,251471,1278078312,27376,315214094
2025/05/13,CPN_C,ADG_4,AD_お,1280075,238891,1712118601,23915,138801493
2025/05/14,CPN_A,ADG_1,AD_あ,2658391,635954,3938434765,40558,331771108
2025/05/14,CPN_A,ADG_2,AD_い,1230799,178849,1162013934,3419,32817814
2025/05/14,CPN_B,ADG_3,AD_う,1293290,287895,1518591744,5275,50431155
2025/05/14,CPN_B,ADG_3,AD_え,1577092,229653,912484716,21566,106956177
2025/05/14,CPN_C,ADG_4,AD_お,1220324,153921,1301588352,3468,20122824
2025/05/15,CPN_A,ADG_1,AD_あ,2711575,154954,1559822185,2385,28316236
2025/05/15,CPN_A,ADG_2,AD_い,2047346,388222,1632863984,27197,125585989
2025/05/15,CPN_B,ADG_3,AD_う,2742651,593418,2322003822,44930,223924001
2025/05/15,CPN_B,ADG_3,AD_え,1485663,133544,1767548755,14395,132568634
2025/05/15,CPN_C,ADG_4,AD_お,1860553,322449,2534391941,6413,77214655
2025/05/16,CPN_A,ADG_1,AD_あ,1452370,198610,1075212210,21839,140611449
2025/05/16,CPN_A,ADG_2,AD_い,1344416,213950,1251489447,17803,215086395
2025/05/16,CPN_B,ADG_3,AD_う,2667916,349675,2204999220,24101,230197488
2025/05/16,CPN_B,ADG_3,AD_え,2062556,493123,2436808820,46203,189051681
2025/05/16,CPN_C,ADG_4,AD_お,1851828,341457,2345637015,26727,340131620
2025/05/17,CPN_A,ADG_1,AD_あ,1740284,109635,2092742706,1326,9966756
2025/05/17,CPN_A,ADG_2,AD_い,2587347,530819,1761009773,55657,435336547
2025/05/17,CPN_B,ADG_3,AD_う,1568783,379619,1366440479,33328,126467380
2025/05/17,CPN_B,ADG_3,AD_え,1298972,118642,840495485,7931,98850200
2025/05/17,CPN_C,ADG_4,AD_お,1406798,315899,1239030783,27508,306748789
2025/05/18,CPN_A,ADG_1,AD_あ,1270623,193877,1097170561,5888,29602214
2025/05/18,CPN_A,ADG_2,AD_い,2917361,611509,2408343144,61706,277091476
2025/05/18,CPN_B,ADG_3,AD_う,2712646,512870,3832905125,44028,308795023
2025/05/18,CPN_B,ADG_3,AD_え,1548907,283469,1694652422,7070,32379042
2025/05/18,CPN_C,ADG_4,AD_お,1330770,204107,1680235967,14907,134228871
2025/05/19,CPN_A,ADG_1,AD_あ,1909689,182052,991359286,14273,138989581
2025/05/19,CPN_A,ADG_2,AD_い,1208230,176173,1613080104,7950,72359960
2025/05/19,CPN_B,ADG_3,AD_う,2423255,204522,1632447517,11499,34621094
2025/05/19,CPN_B,ADG_3,AD_え,1913660,329599,1655682073,10581,52455896
2025/05/19,CPN_C,ADG_4,AD_お,1349177,254706,1251689863,24717,124504272
2025/05/20,CPN_A,ADG_1,AD_あ,1203368,256164,1664109224,3827,14610922
2025/05/20,CPN_A,ADG_2,AD_い,2496651,193841,2823046408,12963,122145887
2025/05/20,CPN_B,ADG_3,AD_う,1389768,274250,1452980340,4631,56620428
2025/05/20,CPN_B,ADG_3,AD_え,2969676,731322,4023695914,46962,606188944
2025/05/20,CPN_C,ADG_4,AD_お,1072004,103488,1402582457,7062,35688822
2025/05/21,CPN_A,ADG_1,AD_あ,1813311,147657,1940083952,2795,18758245
2025/05/21,CPN_A,ADG_2,AD_い,2425076,412684,2665163526,39738,216661560
2025/05/21,CPN_B,ADG_3,AD_う,1764128,176771,2609049023,17114,178997640
2025/05/21,CPN_B,ADG_3,AD_え,2356533,343919,2145812309,7769,42196147
2025/05/21,CPN_C,ADG_4,AD_お,2758915,560387,3772519312,5618,20129634
2025/05/22,CPN_A,ADG_1,AD_あ,1582545,243724,1760921720,8115,35643919
2025/05/22,CPN_A,ADG_2,AD_い,2269627,176242,1211021399,6203,38649113
2025/05/22,CPN_B,ADG_3,AD_う,2846734,428803,4225867095,40102,308553674
2025/05/22,CPN_B,ADG_3,AD_え,1786499,249237,1437630869,8929,68910980
2025/05/22,CPN_C,ADG_4,AD_お,2185646,207267,1304636918,10111,130707099
2025/05/23,CPN_A,ADG_1,AD_あ,2273329,305055,3207435171,27594,99245238
2025/05/23,CPN_A,ADG_2,AD_い,2195456,221828,3151119267,9573,103278585
2025/05/23,CPN_B,ADG_3,AD_う,1608620,393056,2396530451,10316,56077564
2025/05/23,CPN_B,ADG_3,AD_え,1818061,166428,2132092951,9572,42922850
2025/05/23,CPN_C,ADG_4,AD_お,1874320,361546,2121096848,7095,80026480
2025/05/24,CPN_A,ADG_1,AD_あ,1164889,210917,638553677,12231,53997665
2025/05/24,CPN_A,ADG_2,AD_い,2862210,596342,3777747525,21996,230479628
2025/05/24,CPN_B,ADG_3,AD_う,2538693,535431,2560926390,24522,197300453
2025/05/24,CPN_B,ADG_3,AD_え,2869755,479760,1628185065,34820,266467154
2025/05/24,CPN_C,ADG_4,AD_お,1083528,253332,1021253620,4565,53384968
2025/05/25,CPN_A,ADG_1,AD_あ,1316985,85873,1244675439,7756,45010358
2025/05/25,CPN_A,ADG_2,AD_い,2658741,420435,1677003230,6368,39439699
2025/05/25,CPN_B,ADG_3,AD_う,1029321,145937,532899626,8319,36727394
2025/05/25,CPN_B,ADG_3,AD_え,2642833,449433,3469384046,11514,124236613
2025/05/25,CPN_C,ADG_4,AD_お,1325215,146112,1559892613,11459,130462527
2025/05/26,CPN_A,ADG_1,AD_あ,1757652,255290,2092354590,25290,107020909
2025/05/26,CPN_A,ADG_2,AD_い,1980224,372338,2472179229,8653,60050626
2025/05/26,CPN_B,ADG_3,AD_う,2773844,204011,1826641876,9636,123184602
2025/05/26,CPN_B,ADG_3,AD_え,2400129,237283,1327053790,13422,105417309
2025/05/26,CPN_C,ADG_4,AD_お,1507344,131551,1918066176,9380,68668510
2025/05/27,CPN_A,ADG_1,AD_あ,2145650,209091,2952640641,16640,52686428
2025/05/27,CPN_A,ADG_2,AD_い,1017911,99561,1366376098,8296,41310058
2025/05/27,CPN_B,ADG_3,AD_う,1562174,276909,1270402038,23028,242896570
2025/05/27,CPN_B,ADG_3,AD_え,1829185,365973,1542683833,37661,406056884
2025/05/27,CPN_C,ADG_4,AD_お,1462829,193182,805827564,2002,20474935
2025/05/28,CPN_A,ADG_1,AD_あ,2541955,627005,2482612031,14379,84015949
2025/05/28,CPN_A,ADG_2,AD_い,1406804,269085,1944557543,22660,249653145
2025/05/28,CPN_B,ADG_3,AD_う,2925773,508788,2928896809,47203,341752838
2025/05/28,CPN_B,ADG_3,AD_え,2452539,270314,1795024710,22759,186387901
2025/05/28,CPN_C,ADG_4,AD_お,1747572,320781,2340882978,18594,191192926
2025/05/29,CPN_A,ADG_1,AD_あ,2724428,318359,1491683170,16248,55180949
2025/05/29,CPN_A,ADG_2,AD_い,2809652,430468,2168750466,39526,123658614
2025/05/29,CPN_B,ADG_3,AD_う,2620100,454883,2559820581,48965,160431669
2025/05/29,CPN_B,ADG_3,AD_え,2284563,284700,2843664432,8328,97386749
2025/05/29,CPN_C,ADG_4,AD_お,2942586,474408,2734079793,5687,63316558
2025/05/30,CPN_A,ADG_1,AD_あ,1093671,181541,1442297797,11684,72619622
2025/05/30,CPN_A,ADG_2,AD_い,2138589,457765,1228701570,46241,401023695
2025/05/30,CPN_B,ADG_3,AD_う,2203341,520101,2318050444,26857,275272079
2025/05/30,CPN_B,ADG_3,AD_え,1662408,323576,1664007919,17427,97047436
2025/05/30,CPN_C,ADG_4,AD_お,1012774,217431,581865936,17836,94194631
2025/05/31,CPN_A,ADG_1,AD_あ,2298238,408806,2378464552,19233,186630786
2025/05/31,CPN_A,ADG_2,AD_い,2966973,530034,3833677291,9808,51763291
2025/05/31,CPN_B,ADG_3,AD_う,2125821,404216,1871328002,43347,501808436
2025/05/31,CPN_B,ADG_3,AD_え,2914592,484267,4356437012,12248,157448389
2025/05/31,CPN_C,ADG_4,AD_お,2301652,256539,2135279877,23312,268658777
2025/06/01,CPN_A,ADG_1,AD_あ,2092451,251984,1470425305,4398,14429546
2025/06/01,CPN_A,ADG_2,AD_い,2576956,185995,3448040378,9586,67788622
2025/06/01,CPN_B,ADG_3,AD_う,1786271,106102,1493349269,8015,96122889
2025/06/01,CPN_B,ADG_3,AD_え,2642717,166006,2121080414,8322,97476872
2025/06/01,CPN_C,ADG_4,AD_お,1302110,95147,1074981307,9366,113397105
2025/06/02,CPN_A,ADG_1,AD_あ,2170650,445110,2166070644,17810,223876974
2025/06/02,CPN_A,ADG_2,AD_い,2777568,243500,1694600768,4093,34778401
2025/06/02,CPN_B,ADG_3,AD_う,2527735,537453,3699081004,14943,107720208
2025/06/02,CPN_B,ADG_3,AD_え,1239949,246177,1482755797,5697,34827916
2025/06/02,CPN_C,ADG_4,AD_お,2332879,205887,2311631785,19121,79964826
2025/06/03,CPN_A,ADG_1,AD_あ,2135308,224706,2426162039,6796,72616260
2025/06/03,CPN_A,ADG_2,AD_い,2580568,185590,1751489440,19897,96731753
2025/06/03,CPN_B,ADG_3,AD_う,2043918,366691,2192450407,33088,223987218
2025/06/03,CPN_B,ADG_3,AD_え,2292427,155446,2087946118,8939,75295502
2025/06/03,CPN_C,ADG_4,AD_お,2481885,147977,2289559047,8417,82628395
2025/06/04,CPN_A,ADG_1,AD_あ,2419241,131834,2437187296,6385,48328546
2025/06/04,CPN_A,ADG_2,AD_い,2364091,590498,1429580891,44137,357842538
2025/06/04,CPN_B,ADG_3,AD_う,2880050,639327,2235678402,56730,571378835
2025/06/04,CPN_B,ADG_3,AD_え,2950558,166097,4255761421,4073,23127866
2025/06/04,CPN_C,ADG_4,AD_お,1599667,333692,1267588136,32912,112231930
2025/06/05,CPN_A,ADG_1,AD_あ,1777948,432289,2314565482,18231,120545177
2025/06/05,CPN_A,ADG_2,AD_い,1630826,381610,1381466569,22608,110957381
2025/06/05,CPN_B,ADG_3,AD_う,2332882,526269,2893279186,43751,149865583
2025/06/05,CPN_B,ADG_3,AD_え,1892877,332536,1011607840,24890,87090784
2025/06/05,CPN_C,ADG_4,AD_お,2977831,683079,2066673768,66656,717844393
2025/06/06,CPN_A,ADG_1,AD_あ,2727363,616025,1541044795,43475,331780149
2025/06/06,CPN_A,ADG_2,AD_い,1098685,198500,770315457,13882,135425288
2025/06/06,CPN_B,ADG_3,AD_う,2895321,385139,2302512587,29723,160417433
2025/06/06,CPN_B,ADG_3,AD_え,2591957,480402,2844990900,52142,329015541
2025/06/06,CPN_C,ADG_4,AD_お,1385969,270001,822304986,26558,306025831
2025/06/07,CPN_A,ADG_1,AD_あ,1916578,441539,2392854018,13196,116025778
2025/06/07,CPN_A,ADG_2,AD_い,1567510,270974,2350977567,11556,147970936
2025/06/07,CPN_B,ADG_3,AD_う,1049222,74847,1553364550,7250,68086341
2025/06/07,CPN_B,ADG_3,AD_え,1914854,128680,1751811425,9282,97134068
2025/06/07,CPN_C,ADG_4,AD_お,2133073,516944,1486383567,26088,276732785
2025/06/08,CPN_A,ADG_1,AD_あ,1454490,104837,1465621639,5854,52758825
2025/06/08,CPN_A,ADG_2,AD_い,2509316,178333,1306490059,5117,58594805
2025/06/08,CPN_B,ADG_3,AD_う,1862877,121188,2264183365,7206,42116241
2025/06/08,CPN_B,ADG_3,AD_え,1560948,217712,1528087913,6635,54594864
2025/06/08,CPN_C,ADG_4,AD_お,1062318,121770,644031710,11042,122812118
2025/06/09,CPN_A,ADG_1,AD_あ,1553547,299449,1687664123,13512,84488992
2025/06/09,CPN_A,ADG_2,AD_い,1429311,94432,1895067940,9180,96757568
2025/06/09,CPN_B,ADG_3,AD_う,2882599,163560,4301484020,15023,183244916
2025/06/09,CPN_B,ADG_3,AD_え,1147935,164616,1311429244,11530,50581836
2025/06/09,CPN_C,ADG_4,AD_お,2068057,261784,1096980152,17278,204161472
2025/06/10,CPN_A,ADG_1,AD_あ,1619556,211643,2148874143,18690,181546631
2025/06/10,CPN_A,ADG_2,AD_い,1991657,369600,1719402352,22449,117994509
2025/06/10,CPN_B,ADG_3,AD_う,1525518,210920,2063301238,19890,223273863
2025/06/10,CPN_B,ADG_3,AD_え,1549975,320814,2152989824,22087,160667078
2025/06/10,CPN_C,ADG_4,AD_お,2508668,421990,2582974441,25954,89775041
2025/06/11,CPN_A,ADG_1,AD_あ,1676281,149894,1706955004,13414,48027362
2025/06/11,CPN_A,ADG_2,AD_い,1400610,201817,1510256319,21897,161757208
2025/06/11,CPN_B,ADG_3,AD_う,2928353,402638,3808584729,36787,276857876
2025/06/11,CPN_B,ADG_3,AD_え,2414040,528843,2265175113,39091,370098145
2025/06/11,CPN_C,ADG_4,AD_お,2190061,409230,2328669670,26500,136220884
2025/06/12,CPN_A,ADG_1,AD_あ,1214009,128232,1168275796,6230,53533440
2025/06/12,CPN_A,ADG_2,AD_い,1915576,387451,2340156310,12163,79753207
2025/06/12,CPN_B,ADG_3,AD_う,1780518,429221,2620056042,9079,43984809
2025/06/12,CPN_B,ADG_3,AD_え,2461590,412416,1549420501,20014,204450518
2025/06/12,CPN_C,ADG_4,AD_お,2510627,263625,3529551415,8374,37974474
2025/06/13,CPN_A,ADG_1,AD_あ,2891262,606459,3773117319,12870,47494069
2025/06/13,CPN_A,ADG_2,AD_い,2145689,440672,2522145947,47695,236662820
2025/06/13,CPN_B,ADG_3,AD_う,1961297,257848,1996129175,7433,28791921
2025/06/13,CPN_B,ADG_3,AD_え,1444219,351799,780800475,11715,41812065
2025/06/13,CPN_C,ADG_4,AD_お,2369490,457535,2670537373,15860,90489584
2025/06/14,CPN_A,ADG_1,AD_あ,2680032,351637,2403205210,9225,35009063
2025/06/14,CPN_A,ADG_2,AD_い,1574262,351848,1086885504,5099,27122254
2025/06/14,CPN_B,ADG_3,AD_う,1187076,191528,853261735,4356,46313398
2025/06/14,CPN_B,ADG_3,AD_え,2211531,277798,2883941210,12399,145824798
2025/06/14,CPN_C,ADG_4,AD_お,2486067,542408,3475694646,40114,184155793
2025/06/15,CPN_A,ADG_1,AD_あ,2220262,161508,3105235545,15300,67303443
2025/06/15,CPN_A,ADG_2,AD_い,2734494,396398,1518590915,6424,83418284
2025/06/15,CPN_B,ADG_3,AD_う,2920076,587729,2688586960,50923,374846434
2025/06/15,CPN_B,ADG_3,AD_え,2092617,149727,1464506393,9251,110112248
2025/06/15,CPN_C,ADG_4,AD_お,2417409,581106,1236591847,57028,643661868
2025/06/16,CPN_A,ADG_1,AD_あ,2377043,333698,2074926377,12744,40908888
2025/06/16,CPN_A,ADG_2,AD_い,2587287,456742,1577066316,45382,373226620
2025/06/16,CPN_B,ADG_3,AD_う,2394705,377814,1215855883,13540,81813704
2025/06/16,CPN_B,ADG_3,AD_え,2503307,324767,2294895229,9168,104250629
2025/06/16,CPN_C,ADG_4,AD_お,1459316,227166,1447369218,17333,114088891
2025/06/17,CPN_A,ADG_1,AD_あ,1367838,100787,773299862,10800,52363786
2025/06/17,CPN_A,ADG_2,AD_い,1666617,127549,2414300887,8214,72353951
2025/06/17,CPN_B,ADG_3,AD_う,1807737,395348,2166569802,9062,33817902
2025/06/17,CPN_B,ADG_3,AD_え,1952119,228474,1338241957,12656,131498978
2025/06/17,CPN_C,ADG_4,AD_お,2709410,555709,3407414784,45353,172641512
2025/06/18,CPN_A,ADG_1,AD_あ,1215065,231239,1795307672,8282,41539150
2025/06/18,CPN_A,ADG_2,AD_い,1713443,407035,1147853430,34157,281021204
2025/06/18,CPN_B,ADG_3,AD_う,1835678,411090,1428137123,22086,134523092
2025/06/18,CPN_B,ADG_3,AD_え,2996963,580968,3331010348,40118,495871777
2025/06/18,CPN_C,ADG_4,AD_お,1741370,371905,1291109392,10150,78733658
2025/06/19,CPN_A,ADG_1,AD_あ,2246700,525592,2770500881,25583,81145045
2025/06/19,CPN_A,ADG_2,AD_い,1324719,315454,1057498855,10466,117967552
2025/06/19,CPN_B,ADG_3,AD_う,2753424,655248,2665812783,65047,576505993
2025/06/19,CPN_B,ADG_3,AD_え,1546021,202786,2149058305,3530,23377928
2025/06/19,CPN_C,ADG_4,AD_お,2606888,370297,2536714946,11972,154178946
2025/06/20,CPN_A,ADG_1,AD_あ,2561928,351893,3401604288,20370,149162234
2025/06/20,CPN_A,ADG_2,AD_い,1088254,102598,770538044,9969,125454332
2025/06/20,CPN_B,ADG_3,AD_う,2335932,208133,3058151730,6583,47084098
2025/06/20,CPN_B,ADG_3,AD_え,2874394,300470,2448156718,15008,178735271
2025/06/20,CPN_C,ADG_4,AD_お,1564525,259820,1056732564,8142,84980371
2025/06/21,CPN_A,ADG_1,AD_あ,2696693,382568,2750559713,39528,122582479
2025/06/21,CPN_A,ADG_2,AD_い,2584157,208566,1338898742,6210,41607301
2025/06/21,CPN_B,ADG_3,AD_う,1028754,188635,888376330,7624,82263035
2025/06/21,CPN_B,ADG_3,AD_え,1929389,238011,2508468058,21543,174873775
2025/06/21,CPN_C,ADG_4,AD_お,1386302,314135,1298736797,22677,253850261
2025/06/22,CPN_A,ADG_1,AD_あ,2143787,294654,2189816471,19781,129833231
2025/06/22,CPN_A,ADG_2,AD_い,2363989,566547,1269280060,29791,183007843
2025/06/22,CPN_B,ADG_3,AD_う,1085361,154993,1042894946,8941,95535323
2025/06/22,CPN_B,ADG_3,AD_え,1843757,340429,2618476254,19511,201251713
2025/06/22,CPN_C,ADG_4,AD_お,1132208,142473,1397037317,12365,157855221
2025/06/23,CPN_A,ADG_1,AD_あ,1405698,88471,1014404119,1888,12746402
2025/06/23,CPN_A,ADG_2,AD_い,1727069,413271,1592519102,26954,202294996
2025/06/23,CPN_B,ADG_3,AD_う,2153681,423451,2098413751,5015,50734800
2025/06/23,CPN_B,ADG_3,AD_え,2978843,449253,2107034849,13361,109330549
2025/06/23,CPN_C,ADG_4,AD_お,1514543,131006,1802697790,7468,43640740
2025/06/24,CPN_A,ADG_1,AD_あ,1472816,183702,981066810,6771,71607743
2025/06/24,CPN_A,ADG_2,AD_い,1442603,336880,1438837956,9951,112296617
2025/06/24,CPN_B,ADG_3,AD_う,1968953,335726,1538416049,27372,187255175
2025/06/24,CPN_B,ADG_3,AD_え,2503333,596789,1749052049,56477,515297723
2025/06/24,CPN_C,ADG_4,AD_お,2759774,627682,4063631748,19016,74704141
2025/06/25,CPN_A,ADG_1,AD_あ,1945003,430236,2597559801,11436,45503129
2025/06/25,CPN_A,ADG_2,AD_い,1618045,224440,1538061372,24531,176356293
2025/06/25,CPN_B,ADG_3,AD_う,1799983,443637,1441641077,45143,336013907
2025/06/25,CPN_B,ADG_3,AD_え,2522929,225616,2301165511,4494,26615012
2025/06/25,CPN_C,ADG_4,AD_お,2774693,478545,3598359435,8508,89464457
2025/06/26,CPN_A,ADG_1,AD_あ,1775863,370451,2125639963,30245,146804075
2025/06/26,CPN_A,ADG_2,AD_い,1956237,471378,1748046180,10713,137746348
2025/06/26,CPN_B,ADG_3,AD_う,1299939,209433,1007082721,5497,70815098
2025/06/26,CPN_B,ADG_3,AD_え,1733627,371196,2085303837,26732,178494949
2025/06/26,CPN_C,ADG_4,AD_お,1485899,81757,1887030972,8594,60278768
2025/06/27,CPN_A,ADG_1,AD_あ,2632074,473504,1784070701,21669,148889030
2025/06/27,CPN_A,ADG_2,AD_い,2062242,133948,2469374144,10589,71976152
2025/06/27,CPN_B,ADG_3,AD_う,1601565,273386,2253389965,11294,56065334
2025/06/27,CPN_B,ADG_3,AD_え,1315834,266213,1203330794,14863,146819287
2025/06/27,CPN_C,ADG_4,AD_お,2578341,154262,3788260317,2294,23059968
2025/06/28,CPN_A,ADG_1,AD_あ,2293488,131541,1826503178,4587,31278885
2025/06/28,CPN_A,ADG_2,AD_い,2523841,398250,1501833843,18107,134719158
2025/06/28,CPN_B,ADG_3,AD_う,1126230,203947,1514166203,6594,52554254
2025/06/28,CPN_B,ADG_3,AD_え,2595194,178467,1455998100,13013,168800495
2025/06/28,CPN_C,ADG_4,AD_お,2619541,216072,3708330671,12189,50756050
2025/06/29,CPN_A,ADG_1,AD_あ,2350803,198586,2576562431,11912,64808881
2025/06/29,CPN_A,ADG_2,AD_い,1059299,190089,887912715,20340,181184619
2025/06/29,CPN_B,ADG_3,AD_う,1961539,368997,2257263290,5339,50017729
2025/06/29,CPN_B,ADG_3,AD_え,1640029,134842,1152012274,13670,173187407
2025/06/29,CPN_C,ADG_4,AD_お,2081338,141751,1829088939,13999,116773469
2025/06/30,CPN_A,ADG_1,AD_あ,2906482,590049,3468867870,63069,645241332
2025/06/30,CPN_A,ADG_2,AD_い,2410724,137353,2842542148,6512,25086677
2025/06/30,CPN_B,ADG_3,AD_う,1519591,156670,1662948912,9587,122286778
2025/06/30,CPN_B,ADG_3,AD_え,1924211,238791,1707958364,25099,95994637
2025/06/30,CPN_C,ADG_4,AD_お,1953047,415664,1797182942,5149,27820634
2025/07/01,CPN_A,ADG_1,AD_あ,1370311,239593,1090631338,2593,20917079
2025/07/01,CPN_A,ADG_2,AD_い,2367710,530975,2274398135,19275,93162695
2025/07/01,CPN_B,ADG_3,AD_う,2914780,318023,4016366957,20562,157251444
2025/07/01,CPN_B,ADG_3,AD_え,1899880,135842,2797781416,3006,13924504
2025/07/01,CPN_C,ADG_4,AD_お,1888859,260078,2018612585,19088,213677394
2025/07/02,CPN_A,ADG_1,AD_あ,1469185,322445,850021156,11038,102335228
2025/07/02,CPN_A,ADG_2,AD_い,1510980,254146,1442028587,8124,95668172
2025/07/02,CPN_B,ADG_3,AD_う,1527051,297999,804566857,28618,353196225
2025/07/02,CPN_B,ADG_3,AD_え,2440180,433259,2392156299,17891,232308806
2025/07/02,CPN_C,ADG_4,AD_お,2023036,327924,2723244940,9423,37673129
2025/07/03,CPN_A,ADG_1,AD_あ,2141281,138907,2320453976,2652,15726491
2025/07/03,CPN_A,ADG_2,AD_い,1390755,253856,1800350424,13916,101172863
2025/07/03,CPN_B,ADG_3,AD_う,1625666,337040,1174822418,12615,126989512
2025/07/03,CPN_B,ADG_3,AD_え,1205808,100391,1364183934,2423,18206277
2025/07/03,CPN_C,ADG_4,AD_お,1288684,202760,1234980975,5802,52799929
2025/07/04,CPN_A,ADG_1,AD_あ,2034618,350980,2298516430,29505,383206958
2025/07/04,CPN_A,ADG_2,AD_い,2687815,161268,2118234293,12090,111135782
2025/07/04,CPN_B,ADG_3,AD_う,1095964,111616,1034279018,3086,14252465
2025/07/04,CPN_B,ADG_3,AD_え,2368611,533803,1705311618,14168,61658073
2025/07/04,CPN_C,ADG_4,AD_お,1948352,130731,2407699884,8300,52955708
2025/07/05,CPN_A,ADG_1,AD_あ,2703186,150421,3740208356,5611,24033045
2025/07/05,CPN_A,ADG_2,AD_い,2279245,362312,2675557301,15990,72935324
2025/07/05,CPN_B,ADG_3,AD_う,1394901,347244,1697720992,14193,176423583
2025/07/05,CPN_B,ADG_3,AD_え,1821186,455190,2013004989,8248,75202873
2025/07/05,CPN_C,ADG_4,AD_お,1340594,307761,1674880972,28846,221592075
2025/07/06,CPN_A,ADG_1,AD_あ,2800593,588442,4184654763,42869,275458565
2025/07/06,CPN_A,ADG_2,AD_い,1226937,237350,819164320,9680,68058149
2025/07/06,CPN_B,ADG_3,AD_う,1514436,345810,2179580986,23180,288923948
2025/07/06,CPN_B,ADG_3,AD_え,2150407,239918,2254946013,6161,60627416
2025/07/06,CPN_C,ADG_4,AD_お,2536426,139683,2886807896,14497,66411565
2025/07/07,CPN_A,ADG_1,AD_あ,1052269,69020,867718031,6774,50072506
2025/07/07,CPN_A,ADG_2,AD_い,1617065,213833,1100161048,5841,52123867
2025/07/07,CPN_B,ADG_3,AD_う,1493433,87880,1667356624,1041,6062281
2025/07/07,CPN_B,ADG_3,AD_え,1031753,122208,705358572,10048,78556074
2025/07/07,CPN_C,ADG_4,AD_お,1682908,286100,844183199,16668,198699485
2025/07/08,CPN_A,ADG_1,AD_あ,2449996,525124,2382212654,8624,44404623
2025/07/08,CPN_A,ADG_2,AD_い,2422907,518872,1215952005,11471,131668007
2025/07/08,CPN_B,ADG_3,AD_う,1379840,321792,903049264,11173,104699417
2025/07/08,CPN_B,ADG_3,AD_え,2229812,487825,1350340452,24359,241411323
2025/07/08,CPN_C,ADG_4,AD_お,1949436,415701,2545614620,34993,326109299
2025/07/09,CPN_A,ADG_1,AD_あ,1100706,204615,1012469666,20476,141365107
2025/07/09,CPN_A,ADG_2,AD_い,1817812,408846,2222486057,11018,126337445
2025/07/09,CPN_B,ADG_3,AD_う,1768910,219747,2024771787,10190,72344976
2025/07/09,CPN_B,ADG_3,AD_え,1986377,128730,1691874408,12543,159909362
2025/07/09,CPN_C,ADG_4,AD_お,1658993,212910,2391926269,15313,151591594
2025/07/10,CPN_A,ADG_1,AD_あ,2369812,583280,2480744812,31777,230476196
2025/07/10,CPN_A,ADG_2,AD_い,2723321,381233,2811090065,18196,88008780
2025/07/10,CPN_B,ADG_3,AD_う,2368939,419465,2361089556,39801,393229248
2025/07/10,CPN_B,ADG_3,AD_え,1811047,430752,2707962581,45322,341789641
2025/07/10,CPN_C,ADG_4,AD_お,2090009,352519,1699453529,18086,90622217
2025/07/11,CPN_A,ADG_1,AD_あ,2860286,303592,2551049898,28527,338968388
2025/07/11,CPN_A,ADG_2,AD_い,1026138,123211,1430194838,3360,10127865
2025/07/11,CPN_B,ADG_3,AD_う,1970139,344672,2007146724,19148,185420848
2025/07/11,CPN_B,ADG_3,AD_え,1240973,130666,1685764296,4921,21662555
2025/07/11,CPN_C,ADG_4,AD_お,2037619,206559,3020819166,6635,83180732
2025/07/12,CPN_A,ADG_1,AD_あ,1686134,209683,2396353930,20811,169374469
2025/07/12,CPN_A,ADG_2,AD_い,1152877,198550,1641239072,16137,68453426
2025/07/12,CPN_B,ADG_3,AD_う,2088633,215714,2821963398,4030,49067099
2025/07/12,CPN_B,ADG_3,AD_え,2133347,444396,1728047683,24986,117145782
2025/07/12,CPN_C,ADG_4,AD_お,2738956,631315,2195474888,20816,125593906
2025/07/13,CPN_A,ADG_1,AD_あ,1523534,296342,2056683553,22732,237515510
2025/07/13,CPN_A,ADG_2,AD_い,1903222,435554,2627161556,38540,201208872
2025/07/13,CPN_B,ADG_3,AD_う,1953519,308287,2869062561,33855,224476469
